연번,위치주소(지번 비공개),조사년도,빈집유형,주택유형,철거 또는 활용동의,관리부서,데이터기준일자,위도,경도,좌표정확도
390,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2735990735875,126.902118282046,정확(리 단위)
391,전라남도 담양군 대전면 월본리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2735990735875,126.902118282046,정확(리 단위)
392,전라남도 담양군 대전면 월본리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2735990735875,126.902118282046,정확(리 단위)
393,전라남도 담양군 대전면 병풍리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2891518874087,126.896902013889,정확(리 단위)
394,전라남도 담양군 대전면 병풍리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2891518874087,126.896902013889,정확(리 단위)
395,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위)
396,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위)
397,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위)
398,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위)
399,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위)
400,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위)
401,전라남도 담양군 대전면 행성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2966119102378,126.901883892058,정확(리 단위)
402,전라남도 담양군 대전면 성산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2821374405884,126.917804842678,정확(리 단위)
403,전라남도 담양군 대전면 성산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2821374405884,126.917804842678,정확(리 단위)
404,전라남도 담양군 대전면 갑향리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2756118095541,126.91277302412,정확(리 단위)
405,전라남도 담양군 대전면 갑향리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2756118095541,126.91277302412,정확(리 단위)
