연번,위치주소(지번 비공개),조사년도,빈집유형,주택유형,철거 또는 활용동의,관리부서,데이터기준일자,위도,경도,좌표정확도,읍면,인구수,유동인구수준(추정),유동인구순위(추정),관광명소수,카페밀도,학교수,마트수,편의점수,학교목록,관광명소목록,학교좌표,관광명소좌표,주거점수,카페소품샵점수,게스트하우스펜션점수,식당베이커리점수,1위용도,1위용도근거
238,전라남도 담양군 금성면 외추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3127935916654,127.026399992581,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
239,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
240,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
241,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
242,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
243,전라남도 담양군 용면 두장리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3543731349427,126.996158113829,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
244,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
245,전라남도 담양군 용면 통천리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
246,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
247,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
248,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
249,전라남도 담양군 용면 통천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3559075727857,126.981019051088,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
250,전라남도 담양군 용면 추성리 산,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3649505556585,126.987491335017,근사(읍면 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
251,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
252,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
253,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
254,전라남도 담양군 용면 쌍태리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.3835624501847,126.97320277022,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
255,전라남도 담양군 용면 도림리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3869890335619,127.018569984549,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
256,전라남도 담양군 용면 월계리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4021505718533,126.993610694232,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
257,전라남도 담양군 용면 용연리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.4314876302595,127.026562013416,정확(리 단위),용면,1813,중,5/12위,47,0.57,1,2,0,용면초등학교,"용마루길, 담양댐 인증센터, 담양호국민관광단지, 추월산, 담양호",용면초등학교|35.363707078904|126.991628741728,용마루길|35.4029006407896|126.999467185969;;담양댐 인증센터|35.3712708678319|127.018079995262;;담양호국민관광단지|35.4022228421624|126.998947591011;;추월산|35.39993381285393|126.97604186026425;;담양호|35.398751699949614|127.00600155635199,7.3,40.8,50.1,42.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 47, 공원 수 0 기준)"
