연번,위치주소(지번 비공개),조사년도,빈집유형,주택유형,철거 또는 활용동의,관리부서,데이터기준일자,위도,경도,좌표정확도,읍면,인구수,유동인구수준(추정),유동인구순위(추정),관광명소수,카페밀도,학교수,마트수,편의점수,학교목록,관광명소목록,학교좌표,관광명소좌표,주거점수,카페소품샵점수,게스트하우스펜션점수,식당베이커리점수,1위용도,1위용도근거
201,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
202,전라남도 담양군 무정면 영천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2865022500491,126.990568198642,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
203,전라남도 담양군 무정면 성도리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2870757423612,127.005566780762,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
204,전라남도 담양군 무정면 성도리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2870757423612,127.005566780762,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
205,전라남도 담양군 무정면 성도리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2870757423612,127.005566780762,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
206,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
207,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
208,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
209,전라남도 담양군 무정면 동산리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.2829036358694,127.032752624039,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
210,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
211,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
212,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
213,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
214,전라남도 담양군 무정면 안평리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.288267144403,127.055901672137,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
215,전라남도 담양군 무정면 덕곡리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2989409012135,127.0594844084,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
216,전라남도 담양군 무정면 서흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2962854290674,127.086567518196,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
217,전라남도 담양군 무정면 서흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2962854290674,127.086567518196,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
218,전라남도 담양군 무정면 정석리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2895782133054,127.071970218459,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
219,전라남도 담양군 무정면 정석리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2895782133054,127.071970218459,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
220,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
221,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
222,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
223,전라남도 담양군 무정면 오례리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2623572769806,127.083801626151,정확(리 단위),무정면,2549,하,9/12위,37,0.14,1,1,1,무정초등학교,"노천저수지, 미륵골, 덕곡소류지, 동산소류지, 평지소류지",무정초등학교|35.2908583681781|127.040372030195,노천저수지|35.311855396179574|127.0298612928069;;미륵골|35.2980711545791|127.01602974722;;덕곡소류지|35.2972366968006|127.05902030449593;;동산소류지|35.283817152189904|127.0453030283504;;평지소류지|35.280532488479004|127.05833877118937,3.5,25.1,48.1,26.7,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 37, 공원 수 2 기준)"
224,전라남도 담양군 금성면 원천리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3515533827878,127.010433900904,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
225,전라남도 담양군 금성면 석현리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3431297410851,127.022256091102,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
226,전라남도 담양군 금성면 석현리 산,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3434319472127,127.025503516025,근사(읍면 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
227,전라남도 담양군 금성면 대성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.364546623897,127.013762984005,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
228,전라남도 담양군 금성면 대성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.364546623897,127.013762984005,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
229,전라남도 담양군 금성면 원율리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3584550668571,127.026740520995,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
230,전라남도 담양군 금성면 원율리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3584550668571,127.026740520995,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
231,전라남도 담양군 금성면 원율리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3584550668571,127.026740520995,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
232,전라남도 담양군 금성면 금성리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.3692213653489,127.047528386428,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
233,전라남도 담양군 금성면 덕성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3529101667588,127.057526033856,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
234,전라남도 담양군 금성면 덕성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3529101667588,127.057526033856,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
235,전라남도 담양군 금성면 덕성리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3529101667588,127.057526033856,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
236,전라남도 담양군 금성면 봉서리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3405647100847,127.041998353323,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
237,전라남도 담양군 금성면 봉서리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3405647100847,127.041998353323,정확(리 단위),금성면,2655,중,2/12위,52,0.53,2,1,1,"금성초등학교, 담양금성중학교","담양온천, 담양댐 인증센터, 메타세쿼이아길 인증센터, 메타세쿼이아랜드, 테테루테마파크",금성초등학교|35.3445316140235|127.025305850272;;담양금성중학교|35.3405015934757|127.021494164585,담양온천|35.3658967252799|127.025431354334;;담양댐 인증센터|35.3712708678319|127.018079995262;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298;;테테루테마파크|35.3296583087966|127.017399809014,7.9,45.2,64.7,43.3,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 52, 공원 수 5 기준)"
